Epoch,Loss_D,Loss_G,PSNR,SSIM,Score_D,Score_G
1,0.5732242553748057,0.017564969725773007,21.49223624501145,0.5883310515039107,0.5431977313655864,0.09871240510716744
2,0.9999998602039086,0.011307863868817597,20.852416122351162,0.6203677449156256,1.906285632751671e-07,5.590681671518727e-08
3,0.9999999392389537,0.01004850512247778,22.203390467210067,0.6450879225310158,1.1453447869794735e-07,5.851203786665019e-08
4,0.9999999650652537,0.009586991083746898,22.432084946012,0.6602253788359025,1.2709978371999487e-07,9.341596031437482e-08
5,0.9999998492395092,0.009483263695802161,22.89408181327254,0.661839233566733,2.5392945912221467e-07,1.0731210737642591e-07
6,0.9999999200512549,0.00914919726349815,23.02706155717474,0.6704782769960516,1.349681517620106e-07,6.15403329213691e-08
7,0.9999999150259052,0.009189686857966962,22.950927306288015,0.6668008147267734,2.3395005424624729e-07,1.531042289051826e-07
8,0.9999998967804594,0.008938027216110402,22.618775103531014,0.6755370803440318,1.8222106121923165e-07,8.420318939064448e-08
9,0.9999999570561027,0.008856760671663426,22.65629711978978,0.6765835981509265,1.1872079369538484e-07,7.533388711152441e-08
10,0.9999999776143513,0.008651833185803391,22.9880035845194,0.6771972633810605,8.756904694217395e-08,6.945092196586079e-08
11,0.9999999735027016,0.008532983996866349,22.940094763678665,0.6767519084846272,1.2527801520851388e-07,9.847110414876464e-08
12,0.9999999460917033,0.008651619507613296,23.0418683755485,0.6708861640621634,2.3278156374960383e-07,1.8187304403146916e-07
13,0.9999999780712013,0.00846875881051232,23.233445193539147,0.6773472823816187,9.894636816841421e-08,7.988152959511015e-08
14,0.9999999061316073,0.008434113981481084,23.05459976464077,0.6789546012177187,2.1443685252768932e-07,1.277246325638523e-07
15,0.9999999646084038,0.00848812709088454,22.6733378630207,0.6750863266692442,1.3898479754025474e-07,1.0808552711787723e-07
16,0.9999999739595516,0.008468972054605712,23.30476413842534,0.683503988981247,9.65095373802678e-08,7.538500719927478e-08
17,0.9999999250766046,0.00831995997823284,23.17637449383261,0.6786762140077703,2.3180191980870547e-07,1.605378031782523e-07
18,0.9999999570561027,0.008237620850879989,23.26403499115528,0.682658024114721,1.609375334918788e-07,1.2174814733118487e-07
19,1.0000000717254456,0.008320037416756867,22.88878377804909,0.6864391276415657,2.6768479291482453e-07,3.377112527377386e-07
20,0.9999999767006514,0.008149234323489095,23.269189097973747,0.6890424965409672,2.1049101555050329e-07,1.9053176243663123e-07
21,0.9999999757869514,0.00820487087581329,23.077855948927738,0.6823817570069257,1.566237768623703e-07,1.3597424334889836e-07
22,1.000000065329546,0.008097774575124244,23.419143180944523,0.6879498685808743,1.3817655641730993e-07,2.0364800407162965e-07
23,0.9999999739595516,0.008122896319645608,22.75885871923467,0.6867264821950128,1.3890643637407612e-07,1.1379847854599885e-07
24,0.9999999828824027,0.00805771974835567,23.293302092592874,0.6861640435807845,1.708721752848504e-07,1.587139392668831e-07
25,0.9999999808123011,0.008159926477373538,23.309567082131437,0.6830557554609635,1.016992276750179e-07,8.490084440522824e-08
26,0.9999999481618047,0.00795486198492839,22.95729602505383,0.6894656895889956,1.431890592840035e-07,9.203283528174534e-08
27,0.9999999433506035,0.008181368693441687,23.482379657680305,0.6920794022784513,1.8496389297108105e-07,1.309196738019525e-07
28,1.0000001018775437,0.007899246303264253,23.575782481303552,0.691107334950391,1.9386110608876496e-07,2.856933955554527e-07
29,0.9999999872082008,0.007992135309419054,23.212208448556627,0.6890658950805664,1.499761980428271e-07,1.3934503930433853e-07
30,0.9999999975016017,0.007850003970151176,23.408357973492834,0.6965581204610712,1.4783473355333887e-07,1.4771726941384581e-07
31,0.9999999794417512,0.007872639181772749,23.421810363388754,0.6918466581316556,1.814563100574601e-07,1.6313844553084488e-07
32,0.9999999611677524,0.007900661526102862,23.328537159474074,0.6924617494555081,1.340376753697608e-07,9.511109172813476e-08
33,0.9999999559282543,0.007835911848320219,23.244310776451307,0.6938340918456807,1.870495401488119e-07,1.448817549581162e-07
34,0.999999902234106,0.007831074392233423,23.484624514446427,0.696798954781364,2.3701320960062976e-07,1.4102613568824693e-07
35,0.9999999620814524,0.007916294844029193,23.156655013701624,0.6874067384355208,1.56432484966567e-07,1.1629616052548322e-07
36,0.9999999360410039,0.007779157907886062,23.609130408435924,0.6979113443458782,2.1769191809471658e-07,1.5770577676617566e-07
37,0.9999999447211534,0.007808705464139313,23.618683880354055,0.6926191268948948,2.1005614613726268e-07,1.594541203637632e-07
38,0.999999976486503,0.007672077467007016,23.595025674762734,0.695219434149125,2.2902539152748356e-07,2.0723007584839213e-07
39,0.999999929430956,0.00765222231361145,23.4347852278573,0.6947403337674982,4.342476879349409e-07,3.6481984473836833e-07
40,0.9999999607109025,0.007682887225183184,23.273365118080992,0.6961175795863657,2.831471143479066e-07,2.4343171458700386e-07
