Epoch,Loss_D,Loss_G,PSNR,SSIM,Score_D,Score_G
41,0.9999999273608544,0.007653162201899968,23.62294806958578,0.6970297927014968,3.6291968984239825e-07,2.8976579175998164e-07
42,1.000000014162349,0.007559362048517444,23.66759582582096,0.6996391192604514,4.866268054677234e-07,4.948690063710393e-07
43,0.9999999780997545,0.00760741239157087,23.69628081382949,0.6994181236098794,3.1984830084020684e-07,2.989563900980815e-07
44,0.9999999607394555,0.007641800710384896,23.521214588292434,0.6988528859615326,2.7690258672897514e-07,2.39079023489178e-07
45,0.9999999671068021,0.007586880047655034,23.67936132659012,0.7008286370249356,2.216595825456499e-07,1.892076727829557e-07
46,0.9999999639659585,0.0075635455408228375,23.69413257432697,0.7001600887494929,4.186844103740898e-07,3.823058149938295e-07
47,0.999999935584154,0.007537050455094812,23.603399552133233,0.6976384399217718,5.850773535343024e-07,5.220186170469119e-07
48,0.9999997670065143,0.007504451423214225,15.405749601404874,0.6522731496306027,8.758767174384559e-07,6.573848792914667e-07
49,1.0000025615577925,0.019672504068090173,21.751134560062916,0.6282034953552134,5.100870521990818e-07,8.71273725455196e-07
50,0.9999999986294501,0.010333955516358335,22.341077963168022,0.6485192931399626,9.110097429060625e-09,5.539438315527766e-09
51,0.99999999954315,0.009226568187559079,22.68273960663386,0.6592661124818465,8.74388361157281e-09,5.807898383329859e-09
52,0.99999999954315,0.008958175557548414,22.45920928201422,0.6609196678329916,8.507957629641832e-09,6.265649883959663e-09
53,0.99999999954315,0.008729828455134066,22.863608467866147,0.6658801165047814,9.49012994209091e-09,7.669912295861179e-09
54,1.0,0.008569899623890122,22.892835357536203,0.6691823126288021,8.280680131795425e-09,6.6572391543507465e-09
55,0.9999999986294501,0.008638451232569304,23.18696943360816,0.6742851997824276,8.772737144415905e-09,6.894010079346011e-09
56,1.0,0.00846105357966648,23.235634957001707,0.6751554021414589,9.176653640354711e-09,7.81245000582627e-09
57,0.99999999954315,0.008341013296189423,23.163540185715185,0.6788369536399841,8.807630603662332e-09,7.046632550972919e-09
58,0.9999999990863001,0.00824746086836575,23.331792904394625,0.6843178125690011,9.815572366397635e-09,7.648092407263962e-09
59,1.0,0.008193340721110741,23.291361424710047,0.6815850234732909,8.329235161546124e-09,6.996670133376566e-09
60,0.9999999990863001,0.008152477622790607,23.410425056081316,0.6849267337602728,9.743571778603687e-09,7.611342366861258e-09
61,1.0,0.00823850469184136,22.063980098439618,0.6758941285049214,8.783898108465074e-09,7.015914855865484e-09
62,0.99999999954315,0.008176728314134532,23.222388275998192,0.6843436028676875,9.500579754975509e-09,7.673694725240866e-09
63,0.9999999986294501,0.008043672640523511,23.428365385739266,0.6895913577079773,1.0580224250244676e-08,8.230162794682215e-09
64,0.9999999990863001,0.008125769245008865,23.372150823845907,0.6874792817760916,1.0100768811753028e-08,7.722848935151477e-09
65,0.9999999990863001,0.007862344141491872,23.083572234833788,0.689981686928693,9.118030498511476e-09,7.272962047275128e-09
66,0.99999999954315,0.007845782183869157,23.539457586674164,0.6930421344672932,9.994998935648633e-09,8.021262483235185e-09
67,0.99999999954315,0.007811561110624653,23.523647318242134,0.6909899995607488,9.814020243124081e-09,8.147150165788917e-09
68,1.0,0.007833818390095483,23.570961825265847,0.6953135805270251,9.505769383821927e-09,8.226699485574984e-09
69,0.9999999990863001,0.007715377139295647,23.57192650110019,0.6964137864112854,1.024838867576369e-08,8.306426360417537e-09
70,1.0,0.007829573974013328,23.471290201710403,0.6943941832289976,9.603507453754742e-09,8.145167955145787e-09
71,0.99999999954315,0.007731446608744874,23.673596468118983,0.6990762446207158,9.956151687196656e-09,8.413305264069041e-09
72,0.99999999954315,0.007650965726348811,23.304163125859123,0.6924195778369904,9.550806863887965e-09,8.25180182930492e-09
73,1.0,0.007674355042462578,23.660256230867198,0.70045041049228,1.0491539506863367e-08,8.680508721566302e-09
74,0.9999999990863001,0.00765659685129534,23.502818906517582,0.6978482636283426,1.0240784225414164e-08,8.524397109731765e-09
75,0.99999999954315,0.007591319919457871,23.642979865749666,0.6975491882071776,1.1820932897336603e-08,9.974784099057557e-09
76,0.9999999986294501,0.007537896167821513,23.59859963219651,0.6985153166686787,1.0904634005139012e-08,9.298098285566544e-09
77,0.99999999954315,0.007591065429374129,23.674224968553325,0.7002562083917505,1.0907195283434253e-08,9.385597940353728e-09
78,0.9999999958883502,0.007496140110278558,23.647197672480658,0.6988124353044173,1.5396910515840557e-08,1.0469540356311569e-08
79,0.9999999931472504,0.007542921538035313,23.68900318081674,0.7020207849670859,1.9902940511493154e-08,1.1141671476413667e-08
80,0.9999999981726001,0.007427359104691865,23.58030256740081,0.70084728808964,1.5971050897863954e-08,1.3794472679179337e-08
81,0.9999999986294501,0.00751480337366194,23.73692954846453,0.7025448944989373,1.5761167184846503e-08,1.3206610504112804e-08
82,0.9999999986294501,0.0074175450773519315,23.698580128720973,0.7006721449599547,1.5406795525112098e-08,1.3650933784609962e-08
83,0.9999999986294501,0.007450212395253652,23.697297256043257,0.7052032793269438,1.5880688824431347e-08,1.4089128195772258e-08
84,0.9999999963452002,0.00743821954990397,23.709105105304342,0.7034528972120846,1.9948972583539493e-08,1.557534962938553e-08
85,0.9999999958883502,0.0074571359534552715,23.720548674108286,0.702160278488608,1.9061158506965893e-08,1.606629670298574e-08
86,0.9999999977157501,0.0074338996798513895,23.744562768175985,0.7033111657815821,1.9106517705252855e-08,1.629279611345718e-08
87,0.9999999922335505,0.007385396640413179,23.70786427859002,0.700692387679044,2.6918170360124737e-08,2.160348154004514e-08
88,0.9999999954315003,0.007407628939358774,23.490598111750593,0.7026002751378452,2.4316121385221842e-08,2.0813313359630757e-08
89,0.9999897354948306,0.007503161050914647,23.743859853057714,0.7028944781948538,9.625740403188427e-05,9.404507391811466e-05
90,0.9997808426725651,0.007390794478312224,23.74413801062012,0.7043109582452213,0.015219370758400255,0.014367888686327605
91,1.0,0.007412096643318495,23.73840671881316,0.7017053684066323,0.0,0.0
92,1.0,0.0073923825503823285,23.744208526608027,0.7008374184720656,0.0,0.0
93,1.0,0.007339089180894954,23.63424179736283,0.700600683478748,0.0,0.0
94,1.0,0.007344236871461847,23.820996360936505,0.7060438175762401,0.0,0.0
95,1.0,0.007319640677399978,23.76607890339583,0.7034658910246456,0.0,0.0
96,1.0,0.007250601856294506,23.80664637572337,0.704843602811589,0.0,0.0
97,1.0,0.00731608513341157,23.803550196405737,0.70555595888811,0.0,0.0
98,1.0,0.007309536710604579,23.439410866202333,0.6996994200874778,0.0,0.0
99,1.0,0.007286132676248065,23.794831462780564,0.7054003477096558,0.0,0.0
100,1.0,0.007277670671527614,23.80665271978308,0.7050990045070649,0.0,0.0
